example_id,build_id,document_id,page_id,dataset,document_type,language,project_split,split_group_id,token_source,image_path,normalized_annotation_path,model_example_path,ocr_route,token_count,label_count,entity_count,relation_count,canonical_field_count,alignment_coverage,entity_retention_rate,relation_retention_rate,canonical_retention_rate,data_quality_score,inference_realistic,is_private,is_usable,exclusion_reason,profile
fatura_page_cbdd5eeec70b13__hybrid,final-4afac97814f51edf,fatura_doc_f72e00eba01944,fatura_page_cbdd5eeec70b13,fatura,invoice,tr,train,split_d15e9cdb7edf3224,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template40_Instance104.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_cbdd5eeec70b13.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\hybrid\fatura_page_cbdd5eeec70b13.json,general,85,85,8,0,6,0.9565217391304348,1.0,1.0,1.0,0.7070430184458201,false,false,true,,final
fatura_page_cbdd5eeec70b13__paddleocr,final-4afac97814f51edf,fatura_doc_f72e00eba01944,fatura_page_cbdd5eeec70b13,fatura,invoice,tr,train,split_d15e9cdb7edf3224,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template40_Instance104.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_cbdd5eeec70b13.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\paddleocr\fatura_page_cbdd5eeec70b13.json,general,33,33,6,0,6,0.9565217391304348,0.75,1.0,1.0,0.8896703186631961,true,false,true,,final
fatura_page_c53f225ebbad94__ground_truth,final-4afac97814f51edf,fatura_doc_63fd48f5007958,fatura_page_c53f225ebbad94,fatura,invoice,tr,train,split_aa47c86976b160c2,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template12_Instance190.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_c53f225ebbad94.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_c53f225ebbad94.json,,106,106,9,0,8,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_c53f225ebbad94__hybrid,final-4afac97814f51edf,fatura_doc_63fd48f5007958,fatura_page_c53f225ebbad94,fatura,invoice,tr,train,split_aa47c86976b160c2,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template12_Instance190.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_c53f225ebbad94.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\hybrid\fatura_page_c53f225ebbad94.json,general,141,141,9,0,8,0.9245283018867925,1.0,1.0,1.0,0.6943162780643612,false,false,true,,final
fatura_page_c53f225ebbad94__paddleocr,final-4afac97814f51edf,fatura_doc_63fd48f5007958,fatura_page_c53f225ebbad94,fatura,invoice,tr,train,split_aa47c86976b160c2,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template12_Instance190.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_c53f225ebbad94.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\paddleocr\fatura_page_c53f225ebbad94.json,general,59,59,7,0,8,0.9245283018867925,0.7777777777777778,1.0,1.0,0.888497252294912,true,false,true,,final
fatura_page_1f3bb4928dce83__ground_truth,final-4afac97814f51edf,fatura_doc_5dabab70aa2976,fatura_page_1f3bb4928dce83,fatura,invoice,tr,train,split_20dd4c71bc06ccbb,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template3_Instance24.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_1f3bb4928dce83.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_1f3bb4928dce83.json,,71,71,9,0,6,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_1f3bb4928dce83__hybrid,final-4afac97814f51edf,fatura_doc_5dabab70aa2976,fatura_page_1f3bb4928dce83,fatura,invoice,tr,train,split_20dd4c71bc06ccbb,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template3_Instance24.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_1f3bb4928dce83.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\hybrid\fatura_page_1f3bb4928dce83.json,general,96,96,9,0,6,0.9577464788732394,1.0,1.0,1.0,0.7143328579316606,false,false,true,,final
fatura_page_1f3bb4928dce83__paddleocr,final-4afac97814f51edf,fatura_doc_5dabab70aa2976,fatura_page_1f3bb4928dce83,fatura,invoice,tr,train,split_20dd4c71bc06ccbb,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template3_Instance24.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_1f3bb4928dce83.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\paddleocr\fatura_page_1f3bb4928dce83.json,general,45,45,7,0,6,0.9577464788732394,0.7777777777777778,1.0,1.0,0.8904014408375938,true,false,true,,final
fatura_page_9e0a36c750d748__ground_truth,final-4afac97814f51edf,fatura_doc_c0d70e40a1b0c1,fatura_page_9e0a36c750d748,fatura,invoice,tr,train,split_9eed357c95ba554d,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template34_Instance151.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_9e0a36c750d748.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_9e0a36c750d748.json,,59,59,7,0,5,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_9e0a36c750d748__hybrid,final-4afac97814f51edf,fatura_doc_c0d70e40a1b0c1,fatura_page_9e0a36c750d748,fatura,invoice,tr,train,split_9eed357c95ba554d,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template34_Instance151.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_9e0a36c750d748.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\hybrid\fatura_page_9e0a36c750d748.json,general,76,76,7,0,5,0.9661016949152542,1.0,1.0,1.0,0.710894132824603,false,false,true,,final
fatura_page_9e0a36c750d748__paddleocr,final-4afac97814f51edf,fatura_doc_c0d70e40a1b0c1,fatura_page_9e0a36c750d748,fatura,invoice,tr,train,split_9eed357c95ba554d,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template34_Instance151.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_9e0a36c750d748.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\paddleocr\fatura_page_9e0a36c750d748.json,general,32,32,5,0,5,0.9661016949152542,0.7142857142857143,1.0,1.0,0.8838841057728217,true,false,true,,final
fatura_page_e58b17ba525879__ground_truth,final-4afac97814f51edf,fatura_doc_f0bc0b7f8a7528,fatura_page_e58b17ba525879,fatura,invoice,tr,train,split_e7d33b4d8572bf4b,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template46_Instance94.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_e58b17ba525879.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_e58b17ba525879.json,,74,74,8,0,8,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_e58b17ba525879__hybrid,final-4afac97814f51edf,fatura_doc_f0bc0b7f8a7528,fatura_page_e58b17ba525879,fatura,invoice,tr,train,split_e7d33b4d8572bf4b,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template46_Instance94.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_e58b17ba525879.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\hybrid\fatura_page_e58b17ba525879.json,general,97,97,8,0,8,0.972972972972973,1.0,1.0,1.0,0.7275854598327686,false,false,true,,final
fatura_page_e58b17ba525879__paddleocr,final-4afac97814f51edf,fatura_doc_f0bc0b7f8a7528,fatura_page_e58b17ba525879,fatura,invoice,tr,train,split_e7d33b4d8572bf4b,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template46_Instance94.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_e58b17ba525879.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\paddleocr\fatura_page_e58b17ba525879.json,general,44,44,6,0,8,0.972972972972973,0.75,1.0,1.0,0.8955617475188232,true,false,true,,final
fatura_page_8e821cba98626a__ground_truth,final-4afac97814f51edf,fatura_doc_bee73b3327968d,fatura_page_8e821cba98626a,fatura,invoice,tr,train,split_4a615bde86c174ed,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template26_Instance77.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_8e821cba98626a.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_8e821cba98626a.json,,56,56,7,0,5,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_8e821cba98626a__hybrid,final-4afac97814f51edf,fatura_doc_bee73b3327968d,fatura_page_8e821cba98626a,fatura,invoice,tr,train,split_4a615bde86c174ed,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template26_Instance77.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_8e821cba98626a.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\hybrid\fatura_page_8e821cba98626a.json,general,69,69,7,0,5,0.9285714285714286,1.0,1.0,1.0,0.7110498347013734,false,false,true,,final
fatura_page_8e821cba98626a__paddleocr,final-4afac97814f51edf,fatura_doc_bee73b3327968d,fatura_page_8e821cba98626a,fatura,invoice,tr,train,split_4a615bde86c174ed,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template26_Instance77.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_8e821cba98626a.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\paddleocr\fatura_page_8e821cba98626a.json,general,28,28,5,0,5,0.9285714285714286,0.7142857142857143,1.0,1.0,0.8820872744341388,true,false,true,,final
fatura_page_16f0f157dfad5b__ground_truth,final-4afac97814f51edf,fatura_doc_2c524d5a1f2e2c,fatura_page_16f0f157dfad5b,fatura,invoice,tr,train,split_142a6b6b4a49a492,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template9_Instance141.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_16f0f157dfad5b.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_16f0f157dfad5b.json,,64,64,8,0,5,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_16f0f157dfad5b__hybrid,final-4afac97814f51edf,fatura_doc_2c524d5a1f2e2c,fatura_page_16f0f157dfad5b,fatura,invoice,tr,train,split_142a6b6b4a49a492,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template9_Instance141.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_16f0f157dfad5b.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\hybrid\fatura_page_16f0f157dfad5b.json,general,85,85,8,0,5,0.953125,1.0,1.0,1.0,0.7019256826240611,false,false,true,,final
fatura_page_16f0f157dfad5b__paddleocr,final-4afac97814f51edf,fatura_doc_2c524d5a1f2e2c,fatura_page_16f0f157dfad5b,fatura,invoice,tr,train,split_142a6b6b4a49a492,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template9_Instance141.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_16f0f157dfad5b.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\paddleocr\fatura_page_16f0f157dfad5b.json,general,36,36,6,0,5,0.953125,0.75,1.0,1.0,0.8878390428892192,true,false,true,,final
fatura_page_36c079b22662ee__ground_truth,final-4afac97814f51edf,fatura_doc_b3feaa8256892f,fatura_page_36c079b22662ee,fatura,invoice,tr,train,split_dd9863a94fe37d16,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template29_Instance156.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_36c079b22662ee.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_36c079b22662ee.json,,87,87,7,0,8,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_36c079b22662ee__hybrid,final-4afac97814f51edf,fatura_doc_b3feaa8256892f,fatura_page_36c079b22662ee,fatura,invoice,tr,train,split_dd9863a94fe37d16,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template29_Instance156.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_36c079b22662ee.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\hybrid\fatura_page_36c079b22662ee.json,general,116,116,7,0,8,0.9770114942528736,1.0,1.0,1.0,0.7126651802701746,false,false,true,,final
fatura_page_36c079b22662ee__paddleocr,final-4afac97814f51edf,fatura_doc_b3feaa8256892f,fatura_page_36c079b22662ee,fatura,invoice,tr,train,split_dd9863a94fe37d16,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template29_Instance156.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_36c079b22662ee.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\paddleocr\fatura_page_36c079b22662ee.json,general,52,52,6,0,8,0.9770114942528736,0.8571428571428571,1.0,1.0,0.9090947000120139,true,false,true,,final
fatura_page_16e6774a4319b2__ground_truth,final-4afac97814f51edf,fatura_doc_8791c5d9bb705c,fatura_page_16e6774a4319b2,fatura,invoice,tr,train,split_1640c07435815f5c,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template19_Instance2.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_16e6774a4319b2.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_16e6774a4319b2.json,,50,50,7,0,4,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_16e6774a4319b2__hybrid,final-4afac97814f51edf,fatura_doc_8791c5d9bb705c,fatura_page_16e6774a4319b2,fatura,invoice,tr,train,split_1640c07435815f5c,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template19_Instance2.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_16e6774a4319b2.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\hybrid\fatura_page_16e6774a4319b2.json,general,67,67,7,0,4,0.96,1.0,1.0,1.0,0.7172123550952851,false,false,true,,final
fatura_page_16e6774a4319b2__paddleocr,final-4afac97814f51edf,fatura_doc_8791c5d9bb705c,fatura_page_16e6774a4319b2,fatura,invoice,tr,train,split_1640c07435815f5c,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template19_Instance2.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_16e6774a4319b2.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\paddleocr\fatura_page_16e6774a4319b2.json,general,30,30,5,0,4,0.96,0.7142857142857143,1.0,1.0,0.887615502250286,true,false,true,,final
fatura_page_e5241114bd093c__ground_truth,final-4afac97814f51edf,fatura_doc_82c90abb499e3c,fatura_page_e5241114bd093c,fatura,invoice,tr,train,split_21ceeb83d015ff1a,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template17_Instance136.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_e5241114bd093c.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_e5241114bd093c.json,,66,66,9,0,8,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_e5241114bd093c__hybrid,final-4afac97814f51edf,fatura_doc_82c90abb499e3c,fatura_page_e5241114bd093c,fatura,invoice,tr,train,split_21ceeb83d015ff1a,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template17_Instance136.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_e5241114bd093c.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\hybrid\fatura_page_e5241114bd093c.json,general,78,78,9,0,8,0.9696969696969697,1.0,1.0,1.0,0.7230153520411229,false,false,true,,final
fatura_page_e5241114bd093c__paddleocr,final-4afac97814f51edf,fatura_doc_82c90abb499e3c,fatura_page_e5241114bd093c,fatura,invoice,tr,train,split_21ceeb83d015ff1a,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template17_Instance136.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_e5241114bd093c.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\paddleocr\fatura_page_e5241114bd093c.json,general,30,30,7,0,8,0.9696969696969697,0.7777777777777778,1.0,1.0,0.8961471101725889,true,false,true,,final
fatura_page_dede46ee391860__ground_truth,final-4afac97814f51edf,fatura_doc_1a0e029b1a1ff2,fatura_page_dede46ee391860,fatura,invoice,tr,train,split_952a4793f435ee2a,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template44_Instance110.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_dede46ee391860.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_dede46ee391860.json,,52,52,6,0,9,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_dede46ee391860__hybrid,final-4afac97814f51edf,fatura_doc_1a0e029b1a1ff2,fatura_page_dede46ee391860,fatura,invoice,tr,train,split_952a4793f435ee2a,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template44_Instance110.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_dede46ee391860.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\hybrid\fatura_page_dede46ee391860.json,general,73,73,6,0,9,0.9807692307692307,1.0,1.0,1.0,0.7048915532758525,false,false,true,,final
fatura_page_dede46ee391860__paddleocr,final-4afac97814f51edf,fatura_doc_1a0e029b1a1ff2,fatura_page_dede46ee391860,fatura,invoice,tr,train,split_952a4793f435ee2a,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template44_Instance110.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_dede46ee391860.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\paddleocr\fatura_page_dede46ee391860.json,general,33,33,5,0,9,0.9807692307692307,0.8333333333333334,1.0,1.0,0.9062973270920446,true,false,true,,final
fatura_page_50fdb1e1014ace__ground_truth,final-4afac97814f51edf,fatura_doc_3dfe95c512e3d2,fatura_page_50fdb1e1014ace,fatura,invoice,tr,train,split_c98571376c3f1399,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template22_Instance113.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_50fdb1e1014ace.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_50fdb1e1014ace.json,,47,47,7,0,5,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
fatura_page_50fdb1e1014ace__hybrid,final-4afac97814f51edf,fatura_doc_3dfe95c512e3d2,fatura_page_50fdb1e1014ace,fatura,invoice,tr,train,split_c98571376c3f1399,hybrid,data/raw/public/fatura/invoices_dataset_final/images/Template22_Instance113.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_50fdb1e1014ace.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\hybrid\fatura_page_50fdb1e1014ace.json,general,67,67,7,0,5,0.8723404255319149,1.0,1.0,1.0,0.7087544765170505,false,false,true,,final
fatura_page_50fdb1e1014ace__paddleocr,final-4afac97814f51edf,fatura_doc_3dfe95c512e3d2,fatura_page_50fdb1e1014ace,fatura,invoice,tr,train,split_c98571376c3f1399,paddleocr,data/raw/public/fatura/invoices_dataset_final/images/Template22_Instance113.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_50fdb1e1014ace.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\paddleocr\fatura_page_50fdb1e1014ace.json,general,33,33,5,0,5,0.8723404255319149,0.7142857142857143,1.0,1.0,0.8797181279542619,true,false,true,,final
fatura_page_f9a8cce6db38e9__ground_truth,final-4afac97814f51edf,fatura_doc_ef8e181a534be4,fatura_page_f9a8cce6db38e9,fatura,invoice,tr,train,split_54f78289129d824a,ground_truth,data/raw/public/fatura/invoices_dataset_final/images/Template13_Instance184.jpg,data/processed/normalized_ie_annotations/fatura/fatura_page_f9a8cce6db38e9.json,D:\CSX4201\vision-info-extraction-assets\data\model_datasets\final\final-4afac97814f51edf\train\ground_truth\fatura_page_f9a8cce6db38e9.json,,79,79,7,0,5,1.0,1.0,1.0,1.0,1.0,false,false,true,,final
